properties{
  x = 0,
  y = 0,
  width = 1472,
  height = 1280,
  min_layer = 0,
  max_layer = 2,
  world = "spirit_challenge",
  tileset = "ghost_town",
  music = "haunted_forest",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 1472,
  height = 1280,
  pattern = "54",
}

tile{
  layer = 0,
  x = 1120,
  y = 336,
  width = 288,
  height = 320,
  pattern = "12",
}

tile{
  layer = 0,
  x = 1136,
  y = 352,
  width = 256,
  height = 288,
  pattern = "13",
}

tile{
  layer = 0,
  x = 1120,
  y = 344,
  width = 8,
  height = 304,
  pattern = "30",
}

tile{
  layer = 0,
  x = 1400,
  y = 344,
  width = 8,
  height = 304,
  pattern = "30_3",
}

tile{
  layer = 0,
  x = 1400,
  y = 648,
  width = 8,
  height = 8,
  pattern = "29_3",
}

tile{
  layer = 0,
  x = 1128,
  y = 648,
  width = 272,
  height = 8,
  pattern = "35",
}

tile{
  layer = 0,
  x = 1120,
  y = 648,
  width = 8,
  height = 8,
  pattern = "29",
}

tile{
  layer = 0,
  x = 1128,
  y = 336,
  width = 272,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 1120,
  y = 336,
  width = 8,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 368,
  y = 1040,
  width = 112,
  height = 176,
  pattern = "12",
}

tile{
  layer = 0,
  x = 368,
  y = 1048,
  width = 8,
  height = 160,
  pattern = "30",
}

tile{
  layer = 0,
  x = 472,
  y = 1048,
  width = 8,
  height = 160,
  pattern = "30_3",
}

tile{
  layer = 0,
  x = 472,
  y = 1208,
  width = 8,
  height = 8,
  pattern = "29_3",
}

tile{
  layer = 0,
  x = 376,
  y = 1208,
  width = 96,
  height = 8,
  pattern = "35",
}

tile{
  layer = 0,
  x = 368,
  y = 1208,
  width = 8,
  height = 8,
  pattern = "29",
}

tile{
  layer = 0,
  x = 376,
  y = 1040,
  width = 96,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 368,
  y = 1040,
  width = 8,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 496,
  y = 544,
  width = 384,
  height = 288,
  pattern = "13",
}

tile{
  layer = 0,
  x = 496,
  y = 552,
  width = 8,
  height = 272,
  pattern = "30",
}

tile{
  layer = 0,
  x = 872,
  y = 552,
  width = 8,
  height = 272,
  pattern = "30_3",
}

tile{
  layer = 0,
  x = 504,
  y = 824,
  width = 368,
  height = 8,
  pattern = "35",
}

tile{
  layer = 0,
  x = 496,
  y = 824,
  width = 8,
  height = 8,
  pattern = "29",
}

tile{
  layer = 0,
  x = 504,
  y = 544,
  width = 368,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 496,
  y = 544,
  width = 8,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 872,
  y = 544,
  width = 8,
  height = 8,
  pattern = "31_3",
}

tile{
  layer = 0,
  x = 920,
  y = 472,
  width = 16,
  height = 16,
  pattern = "91",
}

tile{
  layer = 0,
  x = 800,
  y = 400,
  width = 128,
  height = 96,
  pattern = "13",
}

tile{
  layer = 0,
  x = 128,
  y = 192,
  width = 400,
  height = 16,
  pattern = "44",
}

tile{
  layer = 0,
  x = 528,
  y = 192,
  width = 16,
  height = 16,
  pattern = "45",
}

tile{
  layer = 0,
  x = 112,
  y = 192,
  width = 16,
  height = 16,
  pattern = "43",
}

tile{
  layer = 0,
  x = 112,
  y = 208,
  width = 432,
  height = 16,
  pattern = "91",
}

tile{
  layer = 0,
  x = 544,
  y = 0,
  width = 8,
  height = 208,
  pattern = "80",
}

tile{
  layer = 0,
  x = 104,
  y = 0,
  width = 8,
  height = 208,
  pattern = "80_2",
}

tile{
  layer = 0,
  x = 40,
  y = 256,
  width = 8,
  height = 176,
  pattern = "80_2",
}

tile{
  layer = 0,
  x = 176,
  y = 256,
  width = 8,
  height = 176,
  pattern = "80",
}

tile{
  layer = 0,
  x = 496,
  y = 128,
  width = 48,
  height = 64,
  pattern = "12",
}

tile{
  layer = 0,
  x = 536,
  y = 104,
  width = 8,
  height = 80,
  pattern = "30_3",
}

tile{
  layer = 0,
  x = 536,
  y = 184,
  width = 8,
  height = 8,
  pattern = "29_3",
}

tile{
  layer = 0,
  x = 488,
  y = 184,
  width = 48,
  height = 8,
  pattern = "35",
}

tile{
  layer = 0,
  x = 112,
  y = 0,
  width = 384,
  height = 192,
  pattern = "13",
}

tile{
  layer = 0,
  x = 112,
  y = 184,
  width = 8,
  height = 8,
  pattern = "29",
}

tile{
  layer = 0,
  x = 120,
  y = 184,
  width = 416,
  height = 8,
  pattern = "35",
}

tile{
  layer = 0,
  x = 112,
  y = 8,
  width = 8,
  height = 176,
  pattern = "30",
}

tile{
  layer = 0,
  x = 464,
  y = -72,
  width = 32,
  height = 24,
  pattern = "92",
  tileset = "halloween",
}

tile{
  layer = 0,
  x = 480,
  y = -48,
  width = 32,
  height = 48,
  pattern = "25",
}

tile{
  layer = 0,
  x = 496,
  y = -104,
  width = 32,
  height = 24,
  pattern = "92",
  tileset = "halloween",
}

tile{
  layer = 0,
  x = 144,
  y = 0,
  width = 80,
  height = 64,
  pattern = "54_4",
}

tile{
  layer = 0,
  x = 128,
  y = 0,
  width = 16,
  height = 64,
  pattern = "54_5",
}

tile{
  layer = 0,
  x = 224,
  y = 0,
  width = 16,
  height = 64,
  pattern = "54_6",
}

tile{
  layer = 0,
  x = 128,
  y = 64,
  width = 8,
  height = 8,
  pattern = "40",
}

tile{
  layer = 0,
  x = 232,
  y = 64,
  width = 8,
  height = 8,
  pattern = "39",
}

tile{
  layer = 0,
  x = 136,
  y = 64,
  width = 96,
  height = 8,
  pattern = "38",
}

tile{
  layer = 0,
  x = 128,
  y = 72,
  width = 16,
  height = 24,
  pattern = "2",
}

tile{
  layer = 0,
  x = 224,
  y = 72,
  width = 16,
  height = 24,
  pattern = "4",
}

tile{
  layer = 0,
  x = 144,
  y = 72,
  width = 80,
  height = 24,
  pattern = "3",
}

tile{
  layer = 0,
  x = 128,
  y = 112,
  width = 16,
  height = 16,
  pattern = "92_11",
}

tile{
  layer = 0,
  x = 224,
